Geo Point;Geo Shape;ID_REF_ZDL;NOM_LONG;LABEL;IDREFLIGA;IDREFLIGC;RES_COM;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;EXPLOITANT;PRINCIPAL;IDF;X;Y
48.8811500285, 2.31517662622;"{""type"": ""Point"", ""coordinates"": [2.315176626220464, 48.881150028474686]}";45056;VILLIERS;Villiers;A01535 / A01536;;M2 / M3;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649776.251;6864787.951
48.8873749079, 2.34969408224;"{""type"": ""Point"", ""coordinates"": [2.349694082236433, 48.88737490785582]}";42585;CHATEAU ROUGE;Chteau Rouge;A01537;;M4;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652313.343;6865458.719
48.846878238, 2.32679278504;"{""type"": ""Point"", ""coordinates"": [2.326792785039299, 48.84687823795213]}";44885;SAINT-PLACIDE;Saint-Placide;A01537;;M4;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650595.649;6860969.886
48.8912285941, 2.40235214662;"{""type"": ""Point"", ""coordinates"": [2.402352146617702, 48.89122859411635]}";43364;HOCHE;Hoche;A01538;;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656177.903;6865856.716
48.856140713, 2.3702093411;"{""type"": ""Point"", ""coordinates"": [2.370209341096383, 48.85614071296075]}";42390;BREGUET-SABIN;Brguet-Sabin;A01538;;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653789.985;6861973.501
48.8465154069, 2.36587346665;"{""type"": ""Point"", ""coordinates"": [2.365873466648537, 48.84651540687686]}";44583;QUAI DE LA RAPEE;Quai de la Rape;A01538;;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653463.258;6860905.8
48.9081654152, 2.5170254953;"{""type"": ""Point"", ""coordinates"": [2.517025495296047, 48.90816541522705]}";43128;GARGAN;Gargan;A01761;;T4;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;664597.645;6867682.509
48.851812133, 2.40102227052;"{""type"": ""Point"", ""coordinates"": [2.401022270517142, 48.851812133001964]}";42410;BUZENVAL;Buzenval;A01542;;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656047.145;6861474.608
48.8470195819, 2.29542047803;"{""type"": ""Point"", ""coordinates"": [2.295420478027581, 48.84701958188098]}";42265;AVENUE EMILE ZOLA;Av. mile Zola;A01543;;M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648293.544;6861005.688
48.853016767, 2.33550205038;"{""type"": ""Point"", ""coordinates"": [2.33550205037626, 48.85301676701031]}";59379;MABILLON;Mabillon;A01543;;M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651240.521;6861647.017
48.8461511231, 2.3549179837;"{""type"": ""Point"", ""coordinates"": [2.354917983696272, 48.8461511230806]}";43493;JUSSIEU;Jussieu;A01540 / A01543;;M7 / M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652658.953;6860871.808
48.879761254, 2.41647964367;"{""type"": ""Point"", ""coordinates"": [2.416479643671439, 48.8797612539972]}";44055;MAIRIE DES LILAS;Mairie des Lilas;A01544;;M11;Metro;0;0;0;1;0;0;0;0;0;0;M11;0;0;0;RATP;0;1;657204.349;6864573.859
48.8738818542, 2.3853162151;"{""type"": ""Point"", ""coordinates"": [2.385316215101792, 48.87388185415816]}";44580;PYRENEES;Pyrnes;A01544;;M11;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654913.765;6863937.448
48.8719936918, 2.3770297767;"{""type"": ""Point"", ""coordinates"": [2.377029776704534, 48.8719936917602]}";42311;BELLEVILLE;Belleville;A01535 / A01544;;M2 / M11;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654304.322;6863732.26
48.8580618623, 2.34762515572;"{""type"": ""Point"", ""coordinates"": [2.347625155718968, 48.85806186227697]}";42587;CHATELET;Chtelet;A01534 / A01537 / A01540 / A01544 / A01547;;M1 / M4 / M7 / M11 / M14;Metro;0;0;0;1;0;0;0;0;0;0;M11;0;0;0;RATP;0;1;652134.704;6862200.569
48.8373074919, 2.29663033782;"{""type"": ""Point"", ""coordinates"": [2.296630337820979, 48.83730749185226]}";42751;CONVENTION;Convention;A01545;;M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648372.709;6859925.017
48.8484578485, 2.32778212715;"{""type"": ""Point"", ""coordinates"": [2.327782127147534, 48.848457848541784]}";44609;RENNES;Rennes;A01545;;M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650669.747;6861144.904
48.8784252594, 2.33759508007;"{""type"": ""Point"", ""coordinates"": [2.337595080070613, 48.878425259412076]}";44867;SAINT-GEORGES;Saint-Georges;A01545;;M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651417.8;6864470.948
48.8333385593, 2.38663240207;"{""type"": ""Point"", ""coordinates"": [2.386632402066985, 48.83333855925167]}";45234;COUR SAINT-EMILION;Cour Saint-milion;A01547;;M14;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654975.285;6859428.633
48.8153075321, 2.29707779696;"{""type"": ""Point"", ""coordinates"": [2.297077796960862, 48.81530753209955]}";44069;MALAKOFF-RUE TIENNE DOLET;Malakoff-Rue tienne Dolet;A01546;;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648383.776;6857478.602
48.8796347607, 2.32702220089;"{""type"": ""Point"", ""coordinates"": [2.327022200889503, 48.879634760656806]}";43814;LIEGE;Lige;A01546;;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650643.528;6864611.994
48.9119648979, 2.33392489048;"{""type"": ""Point"", ""coordinates"": [2.333924890479715, 48.911964897880885]}";43969;MAIRIE DE SAINT-OUEN;Mairie de Saint-Ouen;A01546;;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651180.087;6868202.651
48.9195730722, 2.34330592781;"{""type"": ""Point"", ""coordinates"": [2.343305927806373, 48.9195730722451]}";42447;CARREFOUR PLEYEL;Carrefour Pleyel;A01546;;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651874.689;6869042.899
48.8821891376, 2.70601418112;"{""type"": ""Point"", ""coordinates"": [2.70601418111842, 48.88218913760796]}";43148;LAGNY-THORIGNY;LAGNY-THORIGNY;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;678439.804;6864725.842
48.8392192991, 2.63321091751;"{""type"": ""Point"", ""coordinates"": [2.633210917511178, 48.83921929906486]}";43152;LOGNES;LOGNES;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;673078.432;6859970.183
48.9508199876, 3.12490902211;"{""type"": ""Point"", ""coordinates"": [3.124909022112703, 48.9508199875758]}";43246;LA FERTE-SOUS-JOUARRE;LA FERT-SOUS-JOUARRE;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;709148.465;6872324.767
48.8595573169, 2.90573696319;"{""type"": ""Point"", ""coordinates"": [2.905736963185549, 48.859557316873314]}";47894;CRECY-EN-BRIE-LA-CHAPELLE;CRCY-EN-BRIE-LA-CHAPELLE;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;1;1;693083.962;6862173.256
48.7349392965, 2.86895583008;"{""type"": ""Point"", ""coordinates"": [2.868955830083688, 48.73493929649145]}";43247;MARLES-EN-BRIE;MARLES EN BRIE;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;690362.354;6848320.953
48.7894966769, 2.90738727173;"{""type"": ""Point"", ""coordinates"": [2.907387271733687, 48.789496676874776]}";47942;MORTCERF;MORTCERF;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;693195.908;6854382.948
48.8107753209, 2.95373038446;"{""type"": ""Point"", ""coordinates"": [2.953730384464443, 48.81077532088152]}";47205;GUERARD-LA-CELLE-SUR-MORIN;GURARD LA CELLE-SUR-MORIN;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;696602.04;6856745.913
48.8086539649, 2.99310989342;"{""type"": ""Point"", ""coordinates"": [2.993109893419177, 48.80865396493307]}";47199;FAREMOUTIERS-POMMEUSE;FAREMOUTIERS-POMMEUSE;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;699493.982;6856509.065
49.0325740905, 2.69945308782;"{""type"": ""Point"", ""coordinates"": [2.699453087823033, 49.032574090469474]}";46736;DAMMARTIN-JUILLY-SAINT-MARD;DAMMARTIN JUILLY SAINT-MARD;A02175;;LIGNE K;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;678022.285;6881451.139
48.8309953013, 2.35583489797;"{""type"": ""Point"", ""coordinates"": [2.355834897965553, 48.830995301304384]}";44371;PLACE D'ITALIE;Place d'Italie;A01538 / A01539 / A01540;;M5 / M6 / M7;Metro;0;0;0;1;0;0;0;0;0;0;M5;0;0;0;RATP;0;1;652712.494;6859186.09
48.8504345508, 2.29361243444;"{""type"": ""Point"", ""coordinates"": [2.293612434438138, 48.850434550795896]}";42871;DUPLEIX;Dupleix;A01539;;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648164.259;6861386.583
48.857448691, 2.28581244413;"{""type"": ""Point"", ""coordinates"": [2.285812444134081, 48.857448690975104]}";45417;PASSY;Passy;A01539;;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647598.954;6862171.635
48.8716497691, 2.29352429034;"{""type"": ""Point"", ""coordinates"": [2.293524290341821, 48.87164976914353]}";43498;KLEBER;Klber;A01539;;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648178.897;6863745.582
48.9149497573, 2.40440908878;"{""type"": ""Point"", ""coordinates"": [2.404409088781864, 48.91494975727622]}";47891;FORT D'AUBERVILLIERS;Fort d'Aubervilliers;A01540;;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656348.62;6868493.288
48.8785656258, 2.36216007056;"{""type"": ""Point"", ""coordinates"": [2.362160070559614, 48.87856562579233]}";42583;CHATEAU-LANDON;Chteau-Landon;A01540;;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653219.536;6864471.723
48.8772363191, 2.34929390111;"{""type"": ""Point"", ""coordinates"": [2.349293901112603, 48.87723631912919]}";45165;POISSONNIERE;Poissonnire;A01540;;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652274.708;6864331.612
48.8657611028, 2.33442748591;"{""type"": ""Point"", ""coordinates"": [2.334427485913044, 48.86576110282936]}";44579;PYRAMIDES;Pyramides;A01540 / A01547;;M7 / M14;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651173.618;6863064.741
48.5852787101, 1.5924579153;"{""type"": ""Point"", ""coordinates"": [1.592457915304339, 48.58527871010612]}";59302;MAINTENON;MAINTENON;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;596191.144;6832599.527
48.2863911796, 3.20189382787;"{""type"": ""Point"", ""coordinates"": [3.201893827865916, 48.28639117963662]}";411458;PONT-SUR-YONNE;PONT-SUR-YONNE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;714975.765;6798470.246
47.9734303157, 3.39286472634;"{""type"": ""Point"", ""coordinates"": [3.39286472633588, 47.97343031566925]}";411467;JOIGNY;JOIGNY;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;729314.258;6763744.159
49.0231619963, 2.46216896206;"{""type"": ""Point"", ""coordinates"": [2.462168962061531, 49.02316199631518]}";47876;GOUSSAINVILLE;GOUSSAINVILLE;A01842;;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;660663.787;6880496.533
49.023206379, 2.36222297963;"{""type"": ""Point"", ""coordinates"": [2.362222979632836, 49.02320637895388]}";43073;ECOUEN-EZANVILLE;COUEN ZANVILLE;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653354.064;6880555.884
49.1190226463, 2.39972485389;"{""type"": ""Point"", ""coordinates"": [2.399724853888681, 49.119022646311485]}";47951;SEUGY;SEUGY;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;656177.843;6891190.503
49.1171321315, 2.42010703417;"{""type"": ""Point"", ""coordinates"": [2.420107034171445, 49.11713213147665]}";47528;LUZARCHES;LUZARCHES;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;SNCF;1;1;657664.241;6890969.121
49.1325777024, 2.28051536982;"{""type"": ""Point"", ""coordinates"": [2.280515369819846, 49.132577702391806]}";47530;NOINTEL-MOURS;NOINTEL MOURS;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;647489.097;6892770.805
49.155189859, 2.32575399488;"{""type"": ""Point"", ""coordinates"": [2.32575399488057, 49.15518985895946]}";47533;BRUYERES-SUR-OISE;BRUYRES-SUR-OISE;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;650812.188;6895256.618
49.114783971, 2.21001986928;"{""type"": ""Point"", ""coordinates"": [2.210019869278495, 49.1147839709841]}";47589;L'ISLE-ADAM-PARMAIN;L'ISLE-ADAM-PARMAIN;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642324.415;6890841.008
49.0804937079, 2.00371537163;"{""type"": ""Point"", ""coordinates"": [2.003715371632977, 49.08049370791345]}";44161;MONTGEROULT-COURCELLES;MONTGEROULT COURCELLES;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;627214.948;6887197.906
49.1626705808, 1.93692863442;"{""type"": ""Point"", ""coordinates"": [1.93692863441509, 49.16267058076292]}";47930;CHARS;CHARS;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;622459.076;6896400.646
48.8082965895, 2.33435431099;"{""type"": ""Point"", ""coordinates"": [2.334354310989666, 48.80829658953836]}";43607;LAPLACE;LAPLACE;A01857;;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651114.387;6856675.358
48.8607082325, 2.3256202919;"{""type"": ""Point"", ""coordinates"": [2.325620291902724, 48.86070823252512]}";45705;MUSEE D'ORSAY;MUSE D'ORSAY;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;650522.74;6862508.386
48.8709741382, 2.27557452685;"{""type"": ""Point"", ""coordinates"": [2.275574526847743, 48.870974138193766]}";45437;AVENUE FOCH;AVENUE FOCH;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;646861.601;6863682.387
48.8565315515, 2.27516715469;"{""type"": ""Point"", ""coordinates"": [2.27516715468514, 48.8565315515406]}";45453;BOULAINVILLIERS;BOULAINVILLIERS;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;646816.978;6862076.775
48.8536480527, 2.27948707184;"{""type"": ""Point"", ""coordinates"": [2.279487071838513, 48.853648052713524]}";45419;AVENUE DU PRESIDENT KENNEDY;AVENUE DU PRESIDENT KENNEDY;A01840;;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;647131.008;6861753.257
48.8473083586, 2.43329972174;"{""type"": ""Point"", ""coordinates"": [2.433299721742195, 48.847308358571325]}";43224;VINCENNES;VINCENNES;A01856;;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;658412.022;6860956.344
48.978524624, 2.38504919183;"{""type"": ""Point"", ""coordinates"": [2.3850491918267, 48.97852462398597]}";43748;LES LOCHERES;Les Lochres;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654984.802;6875573.741
48.9766656918, 2.37741967362;"{""type"": ""Point"", ""coordinates"": [2.377419673623506, 48.9766656918123]}";43013;LES FLANADES;Les Flanades;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;654424.693;6875371.397
48.9635179467, 2.36025075854;"{""type"": ""Point"", ""coordinates"": [2.36025075853963, 48.96351794665834]}";50687;MAIRIE DE PIERREFITTE;Mairie de Pierrefitte;A01760;;T5;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;653156.043;6873919.375
48.7526743515, 2.35536098841;"{""type"": ""Point"", ""coordinates"": [2.355360988408187, 48.75267435145648]}";58785;PORTE DE RUNGIS;Porte de Rungis;A02134;;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;652606.612;6850478.267
48.7399874306, 2.35946782084;"{""type"": ""Point"", ""coordinates"": [2.359467820841084, 48.73998743064039]}";58813;HELENE BOUCHER;Hlne Boucher;A02134;;T7;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;652897.094;6849065.271
48.0965027791, 2.77230261807;"{""type"": ""Point"", ""coordinates"": [2.772302618073903, 48.09650277911353]}";411488;FERRIERES FONTENAY;FERRIRES FONTENAY;A01845;;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;683049.37;6777372.056
49.2032657335, 2.37660117732;"{""type"": ""Point"", ""coordinates"": [2.376601177324503, 49.20326573346356]}";411326;PRECY-SUR-OISE;PRECY-SUR-OISE;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;654563.744;6900573.411
49.2138563248, 2.41736939105;"{""type"": ""Point"", ""coordinates"": [2.417369391049351, 49.21385632476746]}";411329;SAINT-LEU DESSERENT;SAINT-LEU DESSERENT;A01849;;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;657543.761;6901728.705
49.2852635241, 1.78506622348;"{""type"": ""Point"", ""coordinates"": [1.785066223482808, 49.28526352406543]}";59301;GISORS;GISORS;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;TRAIN_J;TRAIN_J;0;0;0;0;0;SNCF;0;0;611592.787;6910195.341
49.2825897349, 1.81808238251;"{""type"": ""Point"", ""coordinates"": [1.818082382512997, 49.28258973491726]}";411338;TRIE-CHATEAU;TRIE CHTEAU;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;613990.643;6909861.476
49.2613222981, 1.87258946785;"{""type"": ""Point"", ""coordinates"": [1.872589467854498, 49.261322298147846]}";411345;CHAUMONT-EN-VEXIN;CHAUMONT-EN-VEXIN;A01852;;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;617923.127;6907437.932
49.1795049508, 3.12061291667;"{""type"": ""Point"", ""coordinates"": [3.120612916673505, 49.17950495083331]}";411372;FERTE-MILON;LA FERTE-MILON;A01844;;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;0;0;708794.965;6897757.846
48.9567843067, 2.34307982108;"{""type"": ""Point"", ""coordinates"": [2.343079821077079, 48.95678430669325]}";59329;PABLO NERUDA;Pablo Nruda;A02150;C01795;T8;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;651892.545;6873180.906
48.9320843725, 2.35270980706;"{""type"": ""Point"", ""coordinates"": [2.352709807064347, 48.932084372469895]}";50567;PIERRE DE GEYTER;Pierre de Geyter;A02150;C01795;T8;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;652575.235;6870428.444
48.8071889518, 2.29403975779;"{""type"": ""Point"", ""coordinates"": [2.294039757792827, 48.807188951769504]}";59202;VAUBAN;Vauban;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;648152.626;6856577.919
48.7998431084, 2.28185058946;"{""type"": ""Point"", ""coordinates"": [2.281850589457223, 48.799843108351844]}";59179;PARC ANDRE MALRAUX;Parc Andr Malraux;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;647250.02;6855769.243
48.7901303761, 2.26294314118;"{""type"": ""Point"", ""coordinates"": [2.262943141181801, 48.79013037609821]}";44838;SOLEIL LEVANT;Soleil Levant;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;645851.178;6854702.139
48.7866359328, 2.25450231456;"{""type"": ""Point"", ""coordinates"": [2.254502314561044, 48.78663593277206]}";47746;HOPITAL BECLERE;Hpital Bclre;A02149;;T6;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;645227.412;6854319.437
48.9065671464, 2.36592031967;"{""type"": ""Point"", ""coordinates"": [2.365920319668821, 48.90656714636992]}";58497;FRONT POPULAIRE;Front Populaire;A01545;;M12;Metro;0;0;0;1;0;0;0;0;0;0;M12;0;0;0;RATP;1;1;653520.318;6867583.132
48.8809220076, 2.35632854366;"{""type"": ""Point"", ""coordinates"": [2.356328543659048, 48.88092200757077]}";43233;GARE DU NORD;GARE DU NORD;A01849 / A02175 / A01857 / A01842 / A01537 / A01538;;LIGNE H / LIGNE K / RER B / RER D / M4 / M5;Train / RER / Metro;1;1;1;1;0;0;0;TRAIN_H / TRAIN_K;TRAIN_H / TRAIN_K;0;0;0;0;0;RATP/SNCF;1;1;652793.985;6864737.208
48.8759331526, 2.32572796151;"{""type"": ""Point"", ""coordinates"": [2.325727961509136, 48.87593315264118]}";58566;SAINT-LAZARE;SAINT-LAZARE;A01852 / A02176 / A01843 / A01536 / A01545 / A01546 / A01547;;LIGNE J / LIGNE L / RER E / M3 / M12 / M13 / M14;Train / RER / Metro;1;1;1;1;0;0;0;TRAIN_J / TRAIN_L / RER_E;TRAIN_J / TRAIN_L;RER_E;M14;0;0;0;RATP/SNCF;1;1;650545.095;6864201.21
48.8532518986, 2.34466047947;"{""type"": ""Point"", ""coordinates"": [2.344660479470561, 48.85325189858397]}";44877;SAINT-MICHEL;SAINT-MICHEL;A01857 / A01840 / A01537;;RER B / RER C / M4;RER / Metro;1;0;1;1;0;0;0;0;0;0;0;0;0;0;RATP/SNCF;0;1;651912.749;6861667.545
48.8301196393, 2.26368964874;"{""type"": ""Point"", ""coordinates"": [2.263689648738453, 48.83011963925857]}";43410;ISSY-VAL DE SEINE;ISSY VAL DE SEINE;A01840 / A01192;;RER C / T2;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;645947.481;6859147.856
48.8197612666, 2.36401545954;"{""type"": ""Point"", ""coordinates"": [2.364015459544706, 48.819761266561756]}";44513;PORTE DE CHOISY;Porte de Choisy;A01540 / A01193;;M7 / T3A;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;653302.947;6857932.129
48.8213557838, 2.36929058735;"{""type"": ""Point"", ""coordinates"": [2.369290587346029, 48.82135578381408]}";44507;PORTE D'IVRY;Porte d'Ivry;A01540 / A01193;;M7 / T3A;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;T3;0;0;RATP;0;1;653691.68;6858106.313
48.7875627921, 2.36780410698;"{""type"": ""Point"", ""coordinates"": [2.367804106975457, 48.78756279205349]}";45049;VILLEJUIF-LOUIS ARAGON;Villejuif-Louis Aragon;A01540 / A02134;;M7 / T7;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;M7;T7;0;0;RATP;0;1;653552.458;6854349.869
49.0074232989, 2.19761980711;"{""type"": ""Point"", ""coordinates"": [2.197619807107095, 49.0074232988833]}";43166;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;A01849 / A01840;;LIGNE H / RER C;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;641297.801;6878910.502
49.0453116484, 2.10511071028;"{""type"": ""Point"", ""coordinates"": [2.105110710283281, 49.04531164840122]}";47599;SAINT-OUEN-L'AUMONE;SAINT-OUEN-L'AUMNE;A01849 / A01840;;LIGNE H / RER C;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;634577.856;6883196.628
48.9531483885, 2.60313531057;"{""type"": ""Point"", ""coordinates"": [2.60313531057317, 48.953148388499926]}";46725;VILLEPARISIS-MITRY-LE-NEUF;VILLEPARISIS-MITRY-LE-NEUF;A01857;;RER B;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;670934.635;6872649.501
48.7405841228, 2.35330704843;"{""type"": ""Point"", ""coordinates"": [2.353307048434887, 48.740584122765895]}";44787;RUNGIS-LA FRATERNELLE;RUNGIS LA FRATERNELLE;A01840 / A02134;;RER C / T7;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;0;0;0;SNCF / RATP;0;1;652444.602;6849135.304
48.930934183, 2.51504966242;"{""type"": ""Point"", ""coordinates"": [2.515049662417906, 48.930934182986604]}";411283;ROUGEMONT-CHANTELOUP;Rougemont-Chanteloup;A01761;;T4;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;664468.367;6870215.268
48.8575515533, 2.35129220933;"{""type"": ""Point"", ""coordinates"": [2.351292209334574, 48.85755155329652]}";415851;HOTEL DE VILLE;Htel de Ville;A01534 / A01544;;M1 / M11;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652403.286;6862141.611
48.8847082013, 2.26051507789;"{""type"": ""Point"", ""coordinates"": [2.260515077888117, 48.88470820132253]}";44479;PONT DE NEUILLY (AVENUE DE MADRID);Pont de Neuilly;A01534;;M1;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;645771.287;6865219.749
48.8515102782, 2.39830234427;"{""type"": ""Point"", ""coordinates"": [2.398302344267162, 48.85151027816436]}";42271;AVRON;Avron;A01535;;M2;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655847.306;6861442.562
48.9299710262, 2.38475886144;"{""type"": ""Point"", ""coordinates"": [2.384758861440773, 48.92997102621437]}";46100;SIX ROUTES;Six routes;A01191;;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;654921.481;6870174.67
48.9096663654, 2.43748780358;"{""type"": ""Point"", ""coordinates"": [2.437487803577854, 48.90966636535837]}";52382;LA FERME;La Ferme;A01191;;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;658768.76;6867888.008
48.9219261433, 2.51644353517;"{""type"": ""Point"", ""coordinates"": [2.516443535174537, 48.92192614328032]}";47936;L'ABBAYE;L'Abbaye;A01761;;T4;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;664564.359;6869212.948
